A 3B 3C 3D 3E 3F 3G
j. polski informatyka informatyka chemia matematyka matematyka j. polski
geometria j. polski informatyka informatyka j. polski matematyka matematyka j. polski
geometria geometria j. ang. j. ang. j. polski chemia religia matematyka
WF geometria religia fizyka j. polski fizyka matematyka
j. ang. j. ang. j. niem. j. hiszp. historia matematyka WF j. niem. j. hiszp. fizyka
j. niem. j. hiszp. historia j. polski j. niem. j. niem j. niem. j. hiszp. j. polski fizyka
j. polski fizyka g. wychowawcza j. polski informatyka informatyka
chemia
analiza j. niem. j. hiszp biologia fizyka j. niem. j. hiszp
analiza analiza j. ang. j. ang. matematyka j. ang. j. ang. j. polski fizyka
analiza WF matematyka matematyka j. polski WF fizyka j. ang.
WF j. ang. j. ang. matematyka g. wychowawcza j. polski fizyka j.ang j. ang. fizyka
fizyka fizyka WF chemia j. ang. historia j.ang. fizyka WF
j. ang. j. ang. fizyka j. ang. chemia religia matematyka religia
historia j. polski religia chemia
chemia matematyka WF WF chemia matematyka
WF j. polski matematyka historia chemia chemia matematyka
j. ang. j. ang. religia fizyka informatyka chemia matematyka chemia j. polski
j. polski j. ang. j. ang. j. polski j. polski matematyka chemia religia
g. wychow. historia historia matematyka j. ang. chemia j. ang. fizyka g. wychow.
religia g. wychow. matematyka chemia j. ang. historia historia
informatyka fizyka fizyka j. ang. j. ang. ---
historia j. niem. j. hiszp. j. polski fizyka matematyka j. niem. j. hiszp.
analiza geometria j.polski j. polski biologia j. polski matematyka j. polski
analiza geometria fizyka j. polski chemia biologia religia historia
j. polski fizyka matematyka j. ang. j. ang. WF chemia j. ang. fizyka
fizyka j. niem. j. hiszp. matematyka religia j. ang. j. ang. j. niem. j. hiszp. fizyka j. ang.
fizyka informatyka informatyka WF WF g. wychowawcza WF
informatyka informatyka WF WF
g. wychowawcza
j. polski analiza geometria fizyka biologia matematyka j. polski --- j. ang.
j. polski analiza geometria WF WF matematyka j. polski WF
j. niem. j. hiszp. WF j. polski j. niem. j. hiszp. j. niem. j. hiszp. WF fizyka
fizyka fizyka matematyka j. ang. j. ang. religia historia matematyka
fizyka religia religia matematyka historia j. ang. j. ang. matematyka
religia j. ang. j. ang. j. ang. j. ang. historia biologia chemia j. polski
biolog
